replicate	E1	E2	E3	E4
74	-1.6781895708706252e-05	0	0.013986304850299173	0.20367250872095255
75	-5.687247354927982e-05	0	0.019049618732553363	0.26113143523939197
76	0	0	0.018485635446138758	0.14824186134088668
77	-1.7048154281307236e-05	0	0.023678303366477034	0.068260620229017993
78	0	0	0.012140646804527287	0.071843166319827984
79	0	0	0.013090995911616646	0.073981796388031637
80	-6.9302981934160618e-05	0	0.01701455997706464	0.29441793452443277
81	-3.6562034743642391e-05	0	0.016158556708295611	0.089759103373591859
82	0	0	0.013148370700668984	0.26460653254326449
83	-5.3659941687106415e-05	0	0.021317104774290215	0.05779753258526521
84	0	0	0.022866774905931513	0.13665273495650423
85	-0.00010333754152981878	0	0.030453922022768486	0.28309477924432058
86	-4.3240105595687697e-05	0	0.017508327572483835	0.33163960419780603
87	-7.8251738174273111e-05	0	0.027587908230429427	0.25910324114466998
88	0	0	0.023452101293077194	0.12735213983972166
89	-0.00013967893334709824	0	0.018502561356096046	0.24995047322849068
90	-4.8134783833336803e-05	0	0.027260614229154278	0.24436380223061399
91	-5.5685454841708507e-05	0	0.029259514621122591	0.19173528967411854
92	-8.1541116594485705e-05	0	0.031855817219244874	0.31825202856173296
93	0	0	0.014269024050525669	0.24465346537660798
94	-4.9219510211773178e-05	0	0.020376550068899942	0.17972678728770788
95	-3.9925088376607798e-05	0	0.013203335829216626	0.10709491291654302
96	-3.3468904092667781e-05	0	0.0089610008350304391	0.039755851239010445
97	0	0	0.026604500813245412	0.21750621048078581
98	-0.00017712672197592872	0	0.021338081707845555	0.25563954993399635
99	-0.00010583354543821089	0	0.024134467408982861	0.36383689274399444
100	-0.00012781524585913083	0	0.0097055668831784216	0.16107651121113642
101	-0.00013380652712989273	0	0.025204002664984699	0.30979821683995706
102	-9.2757555024097774e-05	0	0.019447443481486831	0.26312417028296065
103	-5.409899294141485e-05	0	0.023646345057369053	0.30149121062242884
104	-1.0255634304290329e-06	0	0.015516352264330489	0.13666103252874401
105	0	0	0.015397146543899207	0.19291770345638135
106	-8.7678265968993421e-05	0	0.022450797340548171	0.25635227007591899
107	-1.6993215969957065e-05	0	0.018789302675888804	0.23923170337243863
108	-7.3149029310798364e-05	0	0.03403252586025346	0.33876746379501554
109	0	0	0.02293011396944656	0.095200717640370941
110	-1.1628716791031723e-05	0	0.015283113449767169	0.002499064969313518
111	-0.0001275171894127458	0	0.027137900679564529	0.32108280383250404
112	0	0	0.016480289141248196	0.23454404340697002
113	-4.0660906943151832e-05	0	0.019405759451426766	0.27232430036220667
114	-3.2084766486933927e-05	0	0.022929208236342594	0.19481686248494839
115	0	0	0.0111237766544651	0.26988882821995619
116	-0.00013801463078951247	0	0.028984091328375022	0.37919482076324817
117	0	0	0.014587064558735065	0.20636791764914211
118	-3.9302159813564554e-05	0	0.021007295295842193	0.12412302496702991
119	0	0	0.017212271893767429	0.29126427611979439
120	-6.0526854882525517e-05	0	0.019261643894962127	0.31333751526798448
121	-2.5406824516360783e-05	0	0.017553805050054924	0.34735739691997014
122	-2.2301073358899083e-05	0	0.028443851557927762	0.4757241206949856
123	0	0	0.0070597742955678831	0.079482609412468611
124	-8.3455222279274488e-05	0	0.010777742754398644	0.044034920167952435
125	-9.5606966830569237e-05	0	0.022869323843692675	0.20929558712101942
126	-3.827771342279629e-07	0	0.024468881416159313	0.25161424235598295
127	0	0	0.016402712755695423	-0.017105016232454397
128	-0.00012305710688421124	0	0.020353454136512173	0.31542718903937372
129	0	0	0.015485139465602538	0.10380555082303414
130	0	0	0.013389152599171039	0.13838434750512718
131	-4.1401853524955512e-05	0	0.025267304727051586	0.15381363080857724
132	-9.4475361509910311e-05	0	0.0080384589790489479	0.13197261469713079
133	-5.6917674946199703e-05	0	0.01773914762336596	0.1128462857968687
134	-3.4692562845661801e-05	0	0.026457750774051568	0.28794260259176341
135	0	0	0.0052732460310869894	0.084729685438370922
136	-2.9875013939906214e-05	0	0.019853226260380989	0.13993826983907628
137	0	0	0.014932955675579871	-0.046115539122669226
138	0	0	0.033532958283015217	0.37480422933807656
139	-0.00013939891386704483	0	0.021440490906155719	0.22787410281092219
140	-8.452914026241265e-05	0	0.017451653089406525	0.088927692476579001
141	-6.7136208442880593e-05	0	0.013648898590339877	0.25865327445559727
142	0	0	0.022276505474393356	0.22766833746593224
143	0	0	0.027123626252163368	0.25298684031897156
144	0	0	0.010771292818227826	0.097559367400415084
145	-0.00015008253949773674	0	0.028785344202193485	0.21572993483411293
146	0	0	0.019765453143133181	0.29105254727581981
147	0	0	0.023140990011522783	0.30743612103500217
148	-0.00010818909832325252	0	0.017820240640830952	-0.16675260392811961
149	0	0	0.018855364313722683	0.19359159602045981
150	-7.0399603169515881e-05	0	0.023878254354689189	0.064555063068364574
151	-2.3155303815694527e-05	0	0.012703694593768555	0.27274293467354505
152	0	0	0.02271657499453095	0.21203551556138148
153	-0.00011132754327383698	0	0.019413866236275314	0.27226495216233615
154	0	0	0.030560166673697087	0.31252854878777103
155	0	0	0.024145037631505946	0.32370222023717687
156	-1.5257184554279268e-05	0	0.019051586141375244	0.25938514736884127
157	0	0	0.02148873261856566	0.089764617487391007
158	-5.7938115573699658e-05	0	0.018935662578651126	0.25482606427212773
159	0	0	0.017480821301109069	0.11909182471631818
160	0	0	0.018466661300176917	0.1161990458356251
161	0	0	0.016827828782446742	0.18884065592938701
162	-8.0078557228163705e-05	0	0.029453421859867546	0.14269439101715728
163	-8.3807397321394866e-05	0	0.018669014748959052	0.21843884418104692
164	-6.8956871296957376e-05	0	0.010318896169990627	0.058338018769863866
165	0	0	0.0169855215639989	0.17615088686043148
166	-0.00011237774357585883	0	0.016008908423658968	0.19522447978631205
167	-0.00010341386944312525	0	0.034941675210824627	0.33927616851368164
168	0	0	0.020355647438801104	0.20035806937509029
169	-0.00010180205031509737	0	0.017167612886557059	0.39109357926920174
170	-6.8955563567046904e-05	0	0.034486127567670874	0.40431549638768216
171	0	0	0.021171726972270006	0.30637864235698564
