validation_instance_id	repeat_id	primary_instance	workload_id	ranking_mode	mode_classifications	detail_kind	authority_index	candidate_index	authority_rank	candidate_rank	authority_site_digest	candidate_site_digest	target_overlap	query_representative_overlap	query_cluster_overlap	ungapped_tfo_equal	ungapped_tts_equal	target_endpoint_l1	query_endpoint_l1	cluster_center_distance	query_endpoint_shift	target_endpoint_shift	cluster_geometry_shift	rank_displacement	score_delta_candidate_minus_authority	nt_delta_candidate_minus_authority	stability_delta_candidate_minus_authority	strict_row_equal
bts3_w018__repeat00	0	1	bts3_w018	score		matched	1	1	2	2	558e7c3ae9e0b8b6ff77e015430f165f333d80dbed4df289c3ca0b2f7507577e	558e7c3ae9e0b8b6ff77e015430f165f333d80dbed4df289c3ca0b2f7507577e	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1
bts3_w018__repeat00	0	1	bts3_w018	score		matched	2	2	3	3	6f4caa5a9c784326b3dd384e56b0b2512e4c2f8d70a11213596d4fbc09b46755	6f4caa5a9c784326b3dd384e56b0b2512e4c2f8d70a11213596d4fbc09b46755	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1
bts3_w018__repeat00	0	1	bts3_w018	score		matched	3	3	4	4	a116a22cb65aefe44214bea052c24fd184c62ea414e8e1f18f721341723ae0dd	a116a22cb65aefe44214bea052c24fd184c62ea414e8e1f18f721341723ae0dd	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1
bts3_w018__repeat00	0	1	bts3_w018	score		matched	4	4	5	5	932cda4388a0825c2680b5448fbde7059c15fb72a8c60eda34829cf219e615cf	932cda4388a0825c2680b5448fbde7059c15fb72a8c60eda34829cf219e615cf	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1
bts3_w018__repeat00	0	1	bts3_w018	stability		matched	0	0	1	1	1fcae27cf2cbf4e40e2e26b73b247a659c5d2c8619e2afada98202b4381fb929	1fcae27cf2cbf4e40e2e26b73b247a659c5d2c8619e2afada98202b4381fb929	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1
bts3_w018__repeat00	0	1	bts3_w018	stability		matched	1	1	2	2	a0b1aedb9a4d6ec76063233b5e7238e4f2b0ff06139d0fbd3cbcab3c46e72335	a0b1aedb9a4d6ec76063233b5e7238e4f2b0ff06139d0fbd3cbcab3c46e72335	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1
bts3_w018__repeat00	0	1	bts3_w018	stability		matched	2	2	3	3	afb5e334c4d1bfdfc4756d0b7fd63343271afb17ceabafd24c1d4dcc7d00210b	afb5e334c4d1bfdfc4756d0b7fd63343271afb17ceabafd24c1d4dcc7d00210b	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1
bts3_w018__repeat00	0	1	bts3_w018	stability		matched	3	3	4	4	d3301f7a112e7e63846c4d90fd3841e2ef60f1be640b62d5578ce1da2d25c9a7	d3301f7a112e7e63846c4d90fd3841e2ef60f1be640b62d5578ce1da2d25c9a7	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1
bts3_w018__repeat00	0	1	bts3_w018	stability		matched	4	4	5	5	0f580ce6d6951407a198d5a3bc7b4c214059c8e6f3ae62023426435cfb228379	0f580ce6d6951407a198d5a3bc7b4c214059c8e6f3ae62023426435cfb228379	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1
bts3_w018__repeat00	0	1	bts3_w018	nt		matched	0	0	1	1	026a4411466149dd7ef8b4fa428736fc0429bbafa84ff2077f7603c0264ee4a7	026a4411466149dd7ef8b4fa428736fc0429bbafa84ff2077f7603c0264ee4a7	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1
bts3_w018__repeat00	0	1	bts3_w018	nt		matched	1	1	2	2	31fc837170df58f54f9406b8b1ed772cd0a25180b9ca66b8f3501e88bbe5a53b	31fc837170df58f54f9406b8b1ed772cd0a25180b9ca66b8f3501e88bbe5a53b	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1
bts3_w018__repeat00	0	1	bts3_w018	nt		matched	2	2	3	3	d617a268f0efe991b57180cc9c80b72f013af0369cc812e8097f0b28f040a559	d617a268f0efe991b57180cc9c80b72f013af0369cc812e8097f0b28f040a559	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1
bts3_w018__repeat00	0	1	bts3_w018	nt		matched	3	3	4	4	71c17512638d6b8daf8083fd9a3a1ea8abf17c3a019d2bcd1efcf83a1f5d7d1d	71c17512638d6b8daf8083fd9a3a1ea8abf17c3a019d2bcd1efcf83a1f5d7d1d	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1
bts3_w018__repeat00	0	1	bts3_w018	nt		matched	4	4	5	5	40f8893ee8cf8849e690903a9f2731b92338ce562d526befdc15b0e3e93d399b	40f8893ee8cf8849e690903a9f2731b92338ce562d526befdc15b0e3e93d399b	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1
bts3_w019__repeat00	0	1	bts3_w019	score		matched	0	0	1	1	f051da669a32b5b82bb1f614cbe97ce040cb061f7d0cb66db8732115ca79878f	f051da669a32b5b82bb1f614cbe97ce040cb061f7d0cb66db8732115ca79878f	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1
bts3_w019__repeat00	0	1	bts3_w019	score		matched	1	1	2	2	1cba09bf7c74a7d51cb2d631652711cfa17785012d0b3a2795e3234c5576f3a8	1cba09bf7c74a7d51cb2d631652711cfa17785012d0b3a2795e3234c5576f3a8	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1
bts3_w019__repeat00	0	1	bts3_w019	score		matched	2	2	3	3	3ea65bf991d98f70fc4ec043364e3538834cc368d126cb97c51274750cac3637	3ea65bf991d98f70fc4ec043364e3538834cc368d126cb97c51274750cac3637	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1
bts3_w019__repeat00	0	1	bts3_w019	score		matched	3	3	4	4	6c3ef8929cfe9bc04b5f76e30bc18a99a594cd62c585b6345de0f1d56b1d15cb	6c3ef8929cfe9bc04b5f76e30bc18a99a594cd62c585b6345de0f1d56b1d15cb	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1
bts3_w019__repeat00	0	1	bts3_w019	score		matched	4	4	5	5	1e3a728cfd267afb57562eb92ef7dbd331182011318899a239caacd3f102ad8c	1e3a728cfd267afb57562eb92ef7dbd331182011318899a239caacd3f102ad8c	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1
bts3_w019__repeat00	0	1	bts3_w019	stability		matched	0	0	1	1	9c98a4d12d0c4857e7c221f0439ccb5de358421e82990d8e55810242bd329057	9c98a4d12d0c4857e7c221f0439ccb5de358421e82990d8e55810242bd329057	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1
bts3_w019__repeat00	0	1	bts3_w019	stability		matched	1	1	2	2	9878c914ab85516c7c9922d3ba51190c5e1f812e86fbd94def47cd613221c10f	9878c914ab85516c7c9922d3ba51190c5e1f812e86fbd94def47cd613221c10f	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1
bts3_w019__repeat00	0	1	bts3_w019	stability		matched	2	2	3	3	747f21545d7154a3f73aff4035e1a154154bc325161385c636f2614433745daa	747f21545d7154a3f73aff4035e1a154154bc325161385c636f2614433745daa	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1
bts3_w019__repeat00	0	1	bts3_w019	stability		matched	3	3	4	4	743aaad2d0700d0b2fd836acf3fc323099dfe04e6d7c0818c6b876b8aa0bada1	743aaad2d0700d0b2fd836acf3fc323099dfe04e6d7c0818c6b876b8aa0bada1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1
bts3_w019__repeat00	0	1	bts3_w019	stability		matched	4	4	5	5	4f95737fedd13cc20b94066805e83b58dfa908caf883ea7ad72682ad9f12b902	4f95737fedd13cc20b94066805e83b58dfa908caf883ea7ad72682ad9f12b902	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1
bts3_w019__repeat00	0	1	bts3_w019	nt		matched	0	0	1	1	1244e0902016467eff6e45a632fec61735f642a537da1652111a039328b633f2	1244e0902016467eff6e45a632fec61735f642a537da1652111a039328b633f2	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1
bts3_w019__repeat00	0	1	bts3_w019	nt		matched	1	1	2	2	da5d6f2693ff4607a1f29d248faa58f3d25511761be02decefbe4bf0ae63c63e	da5d6f2693ff4607a1f29d248faa58f3d25511761be02decefbe4bf0ae63c63e	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1
bts3_w019__repeat00	0	1	bts3_w019	nt		matched	2	2	3	3	7c617a1e6eb5c59cacebf715f16a7b254d112757b65a58196a26cf725176af3b	7c617a1e6eb5c59cacebf715f16a7b254d112757b65a58196a26cf725176af3b	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1
bts3_w019__repeat00	0	1	bts3_w019	nt		matched	3	3	4	4	16bece62e5f4aa8669bb79f79aee971bad584ac69c615f1c2238da031f4dc8d3	16bece62e5f4aa8669bb79f79aee971bad584ac69c615f1c2238da031f4dc8d3	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1
bts3_w019__repeat00	0	1	bts3_w019	nt		matched	4	4	5	5	6c219d431ad5f419cd2e4122cffba4e0a266179069553ce54f1027861c63595d	6c219d431ad5f419cd2e4122cffba4e0a266179069553ce54f1027861c63595d	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1
bts3_w020__repeat00	0	1	bts3_w020	score		matched	0	0	1	1	d4c4dffd1ac93f14f53e8bc66e678fbd8f04ed5b2890b8df02ace6edfcc57f42	d4c4dffd1ac93f14f53e8bc66e678fbd8f04ed5b2890b8df02ace6edfcc57f42	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1
bts3_w020__repeat00	0	1	bts3_w020	score		matched	1	1	2	2	7bba7562d78cd7ca36c2011bac93bbf78b05b65c37fffd8db6934724bdddade7	7bba7562d78cd7ca36c2011bac93bbf78b05b65c37fffd8db6934724bdddade7	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1
bts3_w020__repeat00	0	1	bts3_w020	score		matched	2	2	3	3	4564ebf192b729052223aa7ba34f25c4f5c3a7b42d5403074ce80175959f47ab	4564ebf192b729052223aa7ba34f25c4f5c3a7b42d5403074ce80175959f47ab	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1
bts3_w020__repeat00	0	1	bts3_w020	score		matched	3	3	4	4	075a28212e7901e634834fb6f4aacc49df3386287213117bb5abea85a60497cf	075a28212e7901e634834fb6f4aacc49df3386287213117bb5abea85a60497cf	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1
bts3_w020__repeat00	0	1	bts3_w020	score		matched	4	4	5	5	937a76bfe7a959dc05175f129a640826a07448b430789428c6e89e8a0460c604	937a76bfe7a959dc05175f129a640826a07448b430789428c6e89e8a0460c604	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1
bts3_w020__repeat00	0	1	bts3_w020	stability		matched	0	0	1	1	3c7032c44c1704bac525ff96ab6010ecdf4321e0968d7cdcc7ea208a4b953ae9	3c7032c44c1704bac525ff96ab6010ecdf4321e0968d7cdcc7ea208a4b953ae9	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1
bts3_w020__repeat00	0	1	bts3_w020	stability		matched	1	1	2	2	12126f496a2772b6165d4491986ae914767be6292cb23954fb5fb3be1893af0f	12126f496a2772b6165d4491986ae914767be6292cb23954fb5fb3be1893af0f	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1
bts3_w020__repeat00	0	1	bts3_w020	stability		matched	2	2	3	3	dfc788254214b9eb0721faaf38a4ea09b791b48f9d1b28d2057e3a5668842ac2	dfc788254214b9eb0721faaf38a4ea09b791b48f9d1b28d2057e3a5668842ac2	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1
bts3_w020__repeat00	0	1	bts3_w020	stability		matched	3	3	4	4	938352daeac33ed9b4e8b2e58a3b12d8581b5612fbaab14bf70a65bd1da21b25	938352daeac33ed9b4e8b2e58a3b12d8581b5612fbaab14bf70a65bd1da21b25	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1
bts3_w020__repeat00	0	1	bts3_w020	stability		matched	4	4	5	5	e5a7d9fea88d4f81ced2ab76fb29328e0e5ef9a5eeb29e47c1ac495910a12547	e5a7d9fea88d4f81ced2ab76fb29328e0e5ef9a5eeb29e47c1ac495910a12547	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1
bts3_w020__repeat00	0	1	bts3_w020	nt		matched	0	0	1	1	9f40a70eb02d77c5b4567d8c3b7f45ef9c11a05fbd139a3415083108892b02f0	9f40a70eb02d77c5b4567d8c3b7f45ef9c11a05fbd139a3415083108892b02f0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1
bts3_w020__repeat00	0	1	bts3_w020	nt		matched	1	1	2	2	f8bb2b5e77504dadf3118358018fb79a9533a56bbe91abc9f59b8efbaa1b7e6c	f8bb2b5e77504dadf3118358018fb79a9533a56bbe91abc9f59b8efbaa1b7e6c	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1
bts3_w020__repeat00	0	1	bts3_w020	nt		matched	2	2	3	3	3041dd2ec599de1d05f1542c4fb4887c6dfe0af4d7fb4ea51cd4067b1d79195b	3041dd2ec599de1d05f1542c4fb4887c6dfe0af4d7fb4ea51cd4067b1d79195b	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1
bts3_w020__repeat00	0	1	bts3_w020	nt		matched	3	3	4	4	45dfd9cfd5257094d74e3a9e243b04c170c68d9c436a3fcfb9f7c89fe5eb0db4	45dfd9cfd5257094d74e3a9e243b04c170c68d9c436a3fcfb9f7c89fe5eb0db4	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1
bts3_w020__repeat00	0	1	bts3_w020	nt		matched	4	4	5	5	41510ecabf8ac54cde291c599d2ba126640f3d04d8128a21243f649edd56913a	41510ecabf8ac54cde291c599d2ba126640f3d04d8128a21243f649edd56913a	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1
bts3_w021__repeat00	0	1	bts3_w021	score		matched	0	0	1	1	965062d17d13eb1d9d8f39fac6e1c423aa4b654dbcd5d389395ba351a22ea2e6	965062d17d13eb1d9d8f39fac6e1c423aa4b654dbcd5d389395ba351a22ea2e6	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1
bts3_w021__repeat00	0	1	bts3_w021	score		matched	1	1	2	2	2c1b39abaa585b2e7b72e05eebc18278ca24705d7eb8a28df3b2503afcc02c46	2c1b39abaa585b2e7b72e05eebc18278ca24705d7eb8a28df3b2503afcc02c46	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1
bts3_w021__repeat00	0	1	bts3_w021	score		matched	2	2	3	3	56402b73522307b1f1a07a75cbe9c41fdf5df1ea789ca6f266bc5c3e2db9d3b9	56402b73522307b1f1a07a75cbe9c41fdf5df1ea789ca6f266bc5c3e2db9d3b9	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1
bts3_w021__repeat00	0	1	bts3_w021	score		matched	3	3	4	4	7b25a636c6603f19b61dc2939edc3645e5bcd5ace6a6f4b4f86ef16b7463903f	7b25a636c6603f19b61dc2939edc3645e5bcd5ace6a6f4b4f86ef16b7463903f	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1
bts3_w021__repeat00	0	1	bts3_w021	score		matched	4	4	5	5	cf3902bc4d1f71e852e0a91a52237e28929e9ae66c0344b79a568f7ea36dcdfd	cf3902bc4d1f71e852e0a91a52237e28929e9ae66c0344b79a568f7ea36dcdfd	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1
bts3_w021__repeat00	0	1	bts3_w021	stability		matched	0	0	1	1	3f6d00a339cd0d0271cbc43f8ddfc98d0e2caaa969da4da8a14859005b198745	3f6d00a339cd0d0271cbc43f8ddfc98d0e2caaa969da4da8a14859005b198745	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1
bts3_w021__repeat00	0	1	bts3_w021	stability		matched	1	1	2	2	d8b736430a7303c08a90e5e8f152b90f5e7bbe68f704e9a6176f684455266a5e	d8b736430a7303c08a90e5e8f152b90f5e7bbe68f704e9a6176f684455266a5e	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1
bts3_w021__repeat00	0	1	bts3_w021	stability		matched	2	2	3	3	6a0b15d95c01c4ab9541b93415c90a02dea91858db6675bea4f3a47babee59bb	6a0b15d95c01c4ab9541b93415c90a02dea91858db6675bea4f3a47babee59bb	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1
bts3_w021__repeat00	0	1	bts3_w021	stability		matched	3	3	4	4	f7ad772969076627e5e8aebe29fb59ed6a085ee383590093235c0e679327e88a	f7ad772969076627e5e8aebe29fb59ed6a085ee383590093235c0e679327e88a	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1
bts3_w021__repeat00	0	1	bts3_w021	stability		matched	4	4	5	5	30d9608900337700f08e82ca0a13b7f5dbe14abe68d9cc6a55185e2aa05bf385	30d9608900337700f08e82ca0a13b7f5dbe14abe68d9cc6a55185e2aa05bf385	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1
bts3_w021__repeat00	0	1	bts3_w021	nt		matched	0	0	1	1	13ff961a913980fbca28a68d1e21cb1664a00b72ed0345ca9e2f7f0cd7def816	13ff961a913980fbca28a68d1e21cb1664a00b72ed0345ca9e2f7f0cd7def816	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1
bts3_w021__repeat00	0	1	bts3_w021	nt		matched	1	1	2	2	965062d17d13eb1d9d8f39fac6e1c423aa4b654dbcd5d389395ba351a22ea2e6	965062d17d13eb1d9d8f39fac6e1c423aa4b654dbcd5d389395ba351a22ea2e6	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1
bts3_w021__repeat00	0	1	bts3_w021	nt		matched	2	2	3	3	56402b73522307b1f1a07a75cbe9c41fdf5df1ea789ca6f266bc5c3e2db9d3b9	56402b73522307b1f1a07a75cbe9c41fdf5df1ea789ca6f266bc5c3e2db9d3b9	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1
bts3_w021__repeat00	0	1	bts3_w021	nt		matched	3	3	4	4	72a60e0c7e2a1071cf29ce106195dd8b2220f1fbdac63ea7ce39f605620f560e	72a60e0c7e2a1071cf29ce106195dd8b2220f1fbdac63ea7ce39f605620f560e	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1
bts3_w021__repeat00	0	1	bts3_w021	nt		matched	4	4	5	5	f139f2e10eccaea8b5d46ff6440cdf413ba55405085d5c4e5ac419f0b46293fb	f139f2e10eccaea8b5d46ff6440cdf413ba55405085d5c4e5ac419f0b46293fb	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1
bts3_w022__repeat00	0	1	bts3_w022	score		matched	0	0	1	1	2b1c95732115efda205340e62a601726076c6ef8c65c8d981dd3a3f9bfb7d52f	2b1c95732115efda205340e62a601726076c6ef8c65c8d981dd3a3f9bfb7d52f	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1
bts3_w022__repeat00	0	1	bts3_w022	score		matched	1	1	2	2	f50a10bb72c0c32cf2ecf5f81ac92f11acd1f4a07ed8982a54f1d05cd0a87cb9	f50a10bb72c0c32cf2ecf5f81ac92f11acd1f4a07ed8982a54f1d05cd0a87cb9	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1
bts3_w022__repeat00	0	1	bts3_w022	score		matched	2	2	3	3	2a16a8b441822019228c68fdf7a4aa8dec387344ac47fe86b430fa4a9ee0cb5e	2a16a8b441822019228c68fdf7a4aa8dec387344ac47fe86b430fa4a9ee0cb5e	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1
bts3_w022__repeat00	0	1	bts3_w022	score		matched	3	3	4	4	74bf00697adbb553176c72f6754dd2b8549766248b598450115853961911a98f	74bf00697adbb553176c72f6754dd2b8549766248b598450115853961911a98f	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1
bts3_w022__repeat00	0	1	bts3_w022	score		matched	4	4	5	5	e9012fd1b0c91121d2922a97eb36dab5710fe90267fcc6b0ba11cf7a284e6f57	e9012fd1b0c91121d2922a97eb36dab5710fe90267fcc6b0ba11cf7a284e6f57	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1
bts3_w022__repeat00	0	1	bts3_w022	stability		matched	0	0	1	1	f50a10bb72c0c32cf2ecf5f81ac92f11acd1f4a07ed8982a54f1d05cd0a87cb9	f50a10bb72c0c32cf2ecf5f81ac92f11acd1f4a07ed8982a54f1d05cd0a87cb9	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1
bts3_w022__repeat00	0	1	bts3_w022	stability		matched	1	1	2	2	e9012fd1b0c91121d2922a97eb36dab5710fe90267fcc6b0ba11cf7a284e6f57	e9012fd1b0c91121d2922a97eb36dab5710fe90267fcc6b0ba11cf7a284e6f57	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1
bts3_w022__repeat00	0	1	bts3_w022	stability		matched	2	2	3	3	2b1c95732115efda205340e62a601726076c6ef8c65c8d981dd3a3f9bfb7d52f	2b1c95732115efda205340e62a601726076c6ef8c65c8d981dd3a3f9bfb7d52f	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1
bts3_w022__repeat00	0	1	bts3_w022	stability		matched	3	3	4	4	2a16a8b441822019228c68fdf7a4aa8dec387344ac47fe86b430fa4a9ee0cb5e	2a16a8b441822019228c68fdf7a4aa8dec387344ac47fe86b430fa4a9ee0cb5e	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1
bts3_w022__repeat00	0	1	bts3_w022	stability		matched	4	4	5	5	74bf00697adbb553176c72f6754dd2b8549766248b598450115853961911a98f	74bf00697adbb553176c72f6754dd2b8549766248b598450115853961911a98f	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1
bts3_w022__repeat00	0	1	bts3_w022	nt		matched	0	0	1	1	e2fb2270645ec5985989c9617231b826405d0867b5d6bfbd6c84732f4a69e5d4	e2fb2270645ec5985989c9617231b826405d0867b5d6bfbd6c84732f4a69e5d4	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1
bts3_w022__repeat00	0	1	bts3_w022	nt		matched	1	1	2	2	2b1c95732115efda205340e62a601726076c6ef8c65c8d981dd3a3f9bfb7d52f	2b1c95732115efda205340e62a601726076c6ef8c65c8d981dd3a3f9bfb7d52f	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1
bts3_w022__repeat00	0	1	bts3_w022	nt		matched	2	2	3	3	2a16a8b441822019228c68fdf7a4aa8dec387344ac47fe86b430fa4a9ee0cb5e	2a16a8b441822019228c68fdf7a4aa8dec387344ac47fe86b430fa4a9ee0cb5e	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1
bts3_w022__repeat00	0	1	bts3_w022	nt		matched	3	3	4	4	e9012fd1b0c91121d2922a97eb36dab5710fe90267fcc6b0ba11cf7a284e6f57	e9012fd1b0c91121d2922a97eb36dab5710fe90267fcc6b0ba11cf7a284e6f57	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1
bts3_w022__repeat00	0	1	bts3_w022	nt		matched	4	4	5	5	74bf00697adbb553176c72f6754dd2b8549766248b598450115853961911a98f	74bf00697adbb553176c72f6754dd2b8549766248b598450115853961911a98f	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1
bts3_w023__repeat00	0	1	bts3_w023	score		matched	0	0	1	1	d580eb7fc788bcd2dde31a75557cba85409ed2c7614c8a545908314b1467c129	d580eb7fc788bcd2dde31a75557cba85409ed2c7614c8a545908314b1467c129	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1
bts3_w023__repeat00	0	1	bts3_w023	score		matched	1	1	2	2	98d65c597dc83b612c7aad608a13c22ebae88976d4335c15314877c02a694d4a	98d65c597dc83b612c7aad608a13c22ebae88976d4335c15314877c02a694d4a	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1
bts3_w023__repeat00	0	1	bts3_w023	score		matched	2	2	3	3	a48b8052ee832be21dc424c05b7c0b95e18a510479689d9eb5cf365e4812d7c8	a48b8052ee832be21dc424c05b7c0b95e18a510479689d9eb5cf365e4812d7c8	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1
bts3_w023__repeat00	0	1	bts3_w023	score		matched	3	3	4	4	292f3caf5d2cf326f4ee1f7916ca013cb572b50c763dbae72a9285f1a42c27e9	292f3caf5d2cf326f4ee1f7916ca013cb572b50c763dbae72a9285f1a42c27e9	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1
bts3_w023__repeat00	0	1	bts3_w023	score		matched	4	4	5	5	847d47f3a65fa024dca66b048bb5ceb59a4603a5dae8bdc16d2c8af2e27873cb	847d47f3a65fa024dca66b048bb5ceb59a4603a5dae8bdc16d2c8af2e27873cb	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1
bts3_w023__repeat00	0	1	bts3_w023	stability		matched	0	0	1	1	a84f07268136aaf6b3635c2ccfa04e489e7b0959cbfe31daa59b373457103e18	a84f07268136aaf6b3635c2ccfa04e489e7b0959cbfe31daa59b373457103e18	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1
bts3_w023__repeat00	0	1	bts3_w023	stability		matched	1	1	2	2	51b83cf217bf3c023beaebcd33eb23781a9ba2930d991ea6af6ae6d6f8a383e6	51b83cf217bf3c023beaebcd33eb23781a9ba2930d991ea6af6ae6d6f8a383e6	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1
bts3_w023__repeat00	0	1	bts3_w023	stability		matched	2	2	3	3	66c03811eca5b714ee2972c9312a3561abe0ba54742a28692ae205bf27629c5f	66c03811eca5b714ee2972c9312a3561abe0ba54742a28692ae205bf27629c5f	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1
bts3_w023__repeat00	0	1	bts3_w023	stability		matched	3	3	4	4	103bf5240b9f1f2bea6b9a0890af01d8c8763efe3221804728676b18df4fd056	103bf5240b9f1f2bea6b9a0890af01d8c8763efe3221804728676b18df4fd056	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1
bts3_w023__repeat00	0	1	bts3_w023	stability		matched	4	4	5	5	06f560da53ed3ab70de055e9cc9438ff9463bfeaee81d955777544151550dfd5	06f560da53ed3ab70de055e9cc9438ff9463bfeaee81d955777544151550dfd5	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1
bts3_w023__repeat00	0	1	bts3_w023	nt		matched	0	0	1	1	a48b8052ee832be21dc424c05b7c0b95e18a510479689d9eb5cf365e4812d7c8	a48b8052ee832be21dc424c05b7c0b95e18a510479689d9eb5cf365e4812d7c8	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1
bts3_w023__repeat00	0	1	bts3_w023	nt		matched	1	1	2	2	be92dc14cbfea4ed7193eaab80997b6aa1c585c48a4f923d889b36f7a8cdbff5	be92dc14cbfea4ed7193eaab80997b6aa1c585c48a4f923d889b36f7a8cdbff5	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1
bts3_w023__repeat00	0	1	bts3_w023	nt		matched	2	2	3	3	7c235dffff6f0637ed08f1677094096ce6c9bbeb6cee04689aeb973088ea4d6e	7c235dffff6f0637ed08f1677094096ce6c9bbeb6cee04689aeb973088ea4d6e	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1
bts3_w023__repeat00	0	1	bts3_w023	nt		matched	3	3	4	4	292f3caf5d2cf326f4ee1f7916ca013cb572b50c763dbae72a9285f1a42c27e9	292f3caf5d2cf326f4ee1f7916ca013cb572b50c763dbae72a9285f1a42c27e9	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1
