grid_shift	run	wall_seconds	column_pruned_enabled	exact_batches	exact_tasks	exact_cells	compact_batches	column_wall_seconds	column_kernel_seconds	column_h2d_seconds	column_d2h_seconds	compact_wall_seconds	compact_kernel_seconds	compact_h2d_seconds	compact_d2h_seconds	fallbacks
256	run_48	66.693608	0	94	384816	1924080000	0	7.52247	4.48276	0.191363	0.772663	0.0	0.0	0.0	0.0	0
256	run_49	65.982343	0	94	384816	1924080000	0	7.5162	4.51427	0.191074	0.757125	0.0	0.0	0.0	0.0	0
256	run_5	79.941117	0	94	384816	1924080000	0	7.54249	4.5035	0.191292	0.755503	0.0	0.0	0.0	0.0	0
256	run_50	71.973627	0	94	384816	1924080000	0	7.50686	4.48818	0.19229	0.784933	0.0	0.0	0.0	0.0	0
256	run_51	56.883712	0	94	384816	1924080000	0	7.5689	4.58919	0.191233	0.745859	0.0	0.0	0.0	0.0	0
256	run_52	63.311369	0	94	384816	1924080000	0	7.43918	4.4798	0.191633	0.753483	0.0	0.0	0.0	0.0	0
256	run_53	67.171772	0	94	384816	1924080000	0	7.48498	4.52209	0.191769	0.753142	0.0	0.0	0.0	0.0	0
256	run_54	69.066066	0	94	384816	1924080000	0	7.53551	4.55634	0.192857	0.776845	0.0	0.0	0.0	0.0	0
256	run_55	55.534132	0	94	384816	1924080000	0	7.55066	4.55719	0.191613	0.767712	0.0	0.0	0.0	0.0	0
256	run_56	68.446748	0	94	384816	1924080000	0	7.49776	4.52835	0.191651	0.768106	0.0	0.0	0.0	0.0	0
256	run_57	66.379658	0	94	384816	1924080000	0	7.47009	4.51521	0.191914	0.75894	0.0	0.0	0.0	0.0	0
256	run_58	68.405116	0	94	384816	1924080000	0	7.52133	4.57263	0.19173	0.753752	0.0	0.0	0.0	0.0	0
256	run_59	59.297925	0	94	384816	1924080000	0	7.55424	4.60193	0.191624	0.751817	0.0	0.0	0.0	0.0	0
256	run_6	76.315398	0	94	384816	1924080000	0	7.45246	4.37776	0.191674	0.788387	0.0	0.0	0.0	0.0	0
256	run_60	59.958113	0	94	384816	1924080000	0	7.57658	4.61903	0.191979	0.757668	0.0	0.0	0.0	0.0	0
256	run_7	77.034928	0	94	384816	1924080000	0	7.50526	4.46366	0.190912	0.762609	0.0	0.0	0.0	0.0	0
256	run_8	82.932241	0	94	384816	1924080000	0	7.49788	4.46804	0.190948	0.747156	0.0	0.0	0.0	0.0	0
256	run_9	76.846487	0	94	384816	1924080000	0	7.45212	4.41475	0.190659	0.75612	0.0	0.0	0.0	0.0	0
